"time","DC Current","AC Current"
1786826024051,9.5,45.1
1786826024077,11.9,55.9
1786826024103,12,55.2
1786826024129,10.7,49.8
1786826024155,12.8,60
1786826024182,12.1,57.8
1786826024208,11.7,56.9
1786826024234,13.5,62
1786826024260,15.3,70.3
1786826024286,15.2,71.9
1786826024313,20.3,91
1786826024339,21,96.8
1786826024365,19.5,88.7
1786826024391,20.8,94.7
1786826024417,23.6,104.3
1786826024443,22,101.9
1786826024469,24.1,107.7
1786826024495,26.4,122.6
1786826024522,27.2,120.8
1786826024548,27.7,126.1
1786826024574,26.1,122.4
1786826024601,27.6,127.7
1786826024628,28.2,128.7
1786826024653,29.8,132.4
1786826024679,31.9,136.7
1786826024706,30.6,135.5
1786826024732,33.3,148.4
1786826024757,34.8,149.8
1786826024784,30.7,142.3
1786826024810,32.5,144.3
1786826024836,30.5,130.1
1786826024862,25.9,112.7
1786826024888,23.9,107.5
1786826024914,24.2,102.9
1786826024941,24.4,107.7
1786826024967,22.9,98.7
1786826024993,26,110.2
1786826025019,24.7,105.6
1786826025045,26.8,109.6
1786826025071,23.8,102.1
1786826025098,29,122.1
1786826025124,27.6,120.2
1786826025150,26.9,112.5
1786826025176,24.8,107
1786826025202,29.5,125.1
1786826025228,29.8,122.3
1786826025254,29.5,123.8
1786826025281,25.7,110.2
1786826025307,28.4,117.2
1786826025333,26.2,115.6
1786826025359,23,98.6
1786826025385,25.2,107.9
1786826025412,25.5,115
1786826025438,21.5,96.6
1786826025464,17,75.1
1786826025490,20.6,87.4
1786826025517,17.6,76.4
1786826025543,16.6,70.8
1786826025569,15.7,70.2
1786826025595,15.3,69.4
1786826025621,15.8,69.4
1786826025647,12.1,55.3
1786826025673,9,41.7
1786826025699,6.6,32.4
1786826025726,5.3,25.3
1786826025752,5.3,24.5
1786826025779,4.9,21.9
1786826025805,4.6,19.6
1786826025831,4.3,18.9
1786826025857,3.9,18.1
1786826025884,0,0
1786826025910,0,0
1786826025936,0,0
1786826025962,0,0
1786826025988,-3.1,-26.9
1786826026014,-5.6,-61.1
1786826026041,-11.1,-101.2
1786826026067,-8.1,-77.8
1786826026093,0,0
1786826026119,0,0
1786826026146,-1.7,-12.7
1786826026172,-4.2,-41.9
1786826026198,-5.4,-61.8
1786826026224,-12.4,-112
1786826026250,-8.6,-81.2
1786826026276,-8.2,-78.6
1786826026302,-7.8,-80.4
1786826026329,-8.1,-76.9
1786826026356,-7.9,-75.8
1786826026382,-7.4,-74.8
1786826026408,-7,-75.2
1786826026434,-7.6,-79.5
1786826026460,-6.8,-75.3
1786826026487,0,0
1786826026513,0,0
1786826026539,0,0
1786826026565,0,0
1786826026592,0,0
1786826026618,0,0
1786826026645,0,0
1786826026672,-0.7,-3.5
1786826026698,0.4,3.8
1786826026725,1.2,7.6
1786826026751,1.6,8.8
1786826026777,1.6,10.1
1786826026803,1.5,9.9
1786826026829,0,0
1786826026855,0,0
1786826026881,0,0
1786826026908,0,0
1786826026934,0,0
1786826026960,0,0
1786826026986,0,0
1786826027012,-0.2,-2.8
1786826027039,0.5,3.1
1786826027065,-0.2,-2.8
1786826027091,0.2,1.3
1786826027117,0,0
1786826027143,0,0
1786826027169,-0.2,-0.7
1786826027195,0,0
1786826027222,-0.7,-4.2
1786826027248,-0.3,-3.3
1786826027274,-0.5,-2.3
1786826027300,-0.1,0.9
1786826027326,-0.3,1.6
1786826027353,0,0
1786826027379,0,0
1786826027405,-0.9,-8.3
1786826027431,-2.8,-40.4
1786826027457,-3.3,-61.7
1786826027483,0,0
1786826027510,0,0
1786826027536,0,0
1786826027562,0,0
1786826027588,0,0
1786826027615,0,0
1786826027641,-0.3,-2.3
1786826027667,-0.2,0.4
1786826027693,0.4,3.7
1786826027719,0.9,8
1786826027745,1.5,12.1
1786826027772,6,36.1
1786826027799,7.3,49.4
1786826027825,14.6,86.8
1786826027851,13.5,85.9
1786826027878,13.4,85.1
1786826027904,13.1,82.5
1786826027930,13.4,84.1
1786826027956,12.6,78.7
1786826027983,13,81.1
1786826028009,13.8,81.8
1786826028035,13,80.7
1786826028061,12.1,77.3
1786826028087,11.5,70
1786826028114,10.9,69.2
1786826028140,9.9,63
1786826028166,8.8,57.3
1786826028192,10.8,64
1786826028218,11.4,71.8
1786826028244,11.6,70
1786826028270,11.8,73.8
1786826028296,12.3,79
1786826028323,11.3,73.6
1786826028349,11.5,71.7
1786826028375,11.3,71.7
1786826028401,11.9,74.5
1786826028427,11.7,75.2
1786826028453,13.5,82.9
1786826028480,13.8,83.5
1786826028506,13.6,81.9
1786826028532,13.6,82.3
1786826028558,13.5,87.8
1786826028584,14.7,89.5
1786826028610,13.9,83.3
1786826028636,13.3,82.5
1786826028663,13.3,80.2
1786826028689,12.8,81.8
1786826028715,13.4,80.4
1786826028741,12.3,77.1
1786826028767,12,74.1
1786826028793,11.3,70.9
1786826028819,11.3,72.8
1786826028846,10.7,68.7
1786826028872,11.8,70.5
1786826028898,11.8,74.7
1786826028924,12,74.2
1786826028950,11.7,74.3
1786826028976,10,66.1
1786826029002,11.3,67.6
1786826029029,10.8,65.4
1786826029055,10.4,65.2
1786826029081,10.2,62.8
1786826029108,9.7,62.2
1786826029134,9.8,63.4
1786826029160,10.6,64.5
1786826029186,11.7,69.7
1786826029213,11,68.1
1786826029239,11.1,69.7
1786826029265,9.9,66
1786826029291,10.8,68.7
1786826029317,10.9,65.2
1786826029343,11.4,70.4
1786826029369,11.5,72.2
1786826029395,11.7,73.4
1786826029422,12.6,77.3
1786826029448,13.1,80.9
1786826029474,12.7,78.4
1786826029500,12.1,77.8
1786826029527,15.1,88
1786826029553,17.4,108.2
1786826029579,20.2,117.9
1786826029605,18.8,109.3
1786826029632,18.9,110
1786826029658,18.9,112.9
1786826029684,20.1,118.7
1786826029710,20.1,115.8
1786826029736,20.3,115.3
1786826029762,19.6,115.5
1786826029788,20.9,121.4
1786826029814,21.4,123.8
1786826029840,20.4,120.4
1786826029866,20.3,118.8
1786826029893,18.5,108.9
1786826029920,17.1,99
1786826029946,16.7,98
1786826029972,17,97.1
1786826029998,18.1,98.5
1786826030025,19.1,105.1
1786826030051,19.5,111.7
1786826030077,19.2,107.8
1786826030103,20.7,113.3
1786826030129,21.1,112.9
1786826030155,20.4,110.4
1786826030182,21.1,115.1
1786826030208,20,112.5
1786826030235,20.8,114.8
1786826030261,21.6,112.8
1786826030287,19.6,110.4
1786826030313,20,111
1786826030339,20.5,110.9
1786826030365,20.4,111.9
1786826030391,20.7,110.5
1786826030417,22.2,115.6
1786826030443,20.9,110.5
1786826030469,20.7,112.4
1786826030495,18.8,106.5
1786826030522,19.9,107
1786826030548,21.1,113.7
1786826030574,21.9,116.9
1786826030600,22.9,119.5
1786826030626,22.3,115.8
1786826030652,21.5,112.9
1786826030678,21.8,113.2
1786826030704,21.9,118
1786826030730,19.3,104.4
1786826030756,18.6,98
1786826030782,19,95.2
1786826030808,18.9,97.2
1786826030835,19.6,102
1786826030861,18.8,94.7
1786826030887,18.5,97.2
1786826030913,17.8,94.7
1786826030940,17.9,94.9
1786826030966,20.2,99.6
1786826030992,20.1,103.2
1786826031019,20.8,104.7
1786826031044,18.3,96
1786826031071,17.7,92.9
1786826031096,17.4,91.6
1786826031123,17.9,93.8
1786826031149,16.9,87.7
1786826031175,17.1,85.3
1786826031201,14,72.6
1786826031226,13.6,69.4
1786826031252,14.9,75.4
1786826031278,14,74.7
1786826031304,14.4,75.5
1786826031331,15.3,77.4
1786826031357,15.1,76.8
1786826031383,16.4,82.4
1786826031409,14.4,75.8
1786826031435,14.4,80.1
1786826031461,15.9,77.3
1786826031487,18.6,94.9
1786826031513,20.2,102.2
1786826031539,20.5,101.3
1786826031565,21.3,105.4
1786826031591,21.5,105.7
1786826031617,22.2,113.2
1786826031643,24.8,123.3
1786826031669,22.7,112.4
1786826031695,22.6,112.3
1786826031721,23.3,114.8
1786826031747,23.1,116.9
1786826031773,26.6,130.3
1786826031799,26.6,126.9
1786826031825,26,124.3
1786826031851,23.4,110.2
1786826031877,23.1,111.1
1786826031903,22.4,108.2
1786826031929,21.5,103.8
1786826031955,23,109.3
1786826031981,24.5,115.8
1786826032007,24.6,118
1786826032033,25.6,121
1786826032059,21.8,108.9
1786826032085,23.3,110.8
1786826032111,21.2,102.3
1786826032137,21,99.7
1786826032163,21.3,103.2
1786826032189,23.2,108.8
1786826032216,20.8,101.6
1786826032242,20.5,97.9
1786826032268,22.7,102.3
1786826032293,19.2,92.3
1786826032319,16.9,79.1
1786826032345,14.8,70.5
1786826032372,17.2,80.3
1786826032398,17.9,85.4
1786826032424,16.3,78.9
1786826032449,18.7,86
1786826032476,17.4,81.8
1786826032502,16.7,76.9
1786826032527,17.8,82.8
1786826032554,18.2,83.8
1786826032580,16.7,79
1786826032606,16.7,76.9
1786826032632,17.7,84.8
1786826032658,16.4,77.5
1786826032684,16.3,78.8
1786826032710,17.7,82.2
1786826032736,16.9,78.7
1786826032762,18.3,85.7
1786826032789,19.5,90.1
1786826032815,17.1,77.6
1786826032841,16,72.4
1786826032867,17.9,82.9
1786826032893,18.3,83.7
1786826032919,18,84.7
1786826032945,18.4,81.9
1786826032971,18.7,86.4
1786826032998,19.6,87.7
1786826033024,18.1,86
1786826033050,19.7,89.9
1786826033076,19.6,88
1786826033102,20.4,94.7
1786826033129,22.7,105.4
1786826033155,21.7,99.7
1786826033181,18.6,86.6
1786826033207,17.8,82.2
1786826033234,18.3,85.6
1786826033261,18.9,82
1786826033287,19.4,90.8
1786826033313,19.5,87.8
1786826033339,19,85.5
1786826033366,19.3,88.3
1786826033392,19,87.8
1786826033418,18.6,85.9
1786826033444,19.3,87.2
1786826033470,20.2,91.5
1786826033496,19.5,88.5
1786826033523,19.7,89.6
1786826033549,19.7,90.4
1786826033576,21.2,91.5
1786826033602,19.3,89.3
1786826033628,19.4,92.3
1786826033654,19.9,91.8
1786826033680,19.5,89
1786826033707,20.7,92.8
1786826033733,22,98.9
1786826033759,20.5,95.8
1786826033785,20.7,94.5
1786826033811,22.2,101
1786826033838,21.1,94.7
1786826033864,21.8,96.4
1786826033890,21.4,101.8
1786826033916,20.6,94.5
1786826033942,21.5,97.1
1786826033968,22.9,102.5
1786826033995,21,95.2
1786826034021,22.8,99.7
1786826034047,22.5,99.7
1786826034074,20.9,92.1
1786826034100,23,101.5
1786826034126,22.5,100.8
1786826034152,19.6,88.6
1786826034178,23.6,103.6
1786826034204,21.9,94.8
1786826034231,22.8,104.8
1786826034257,21.8,98.6
1786826034283,21.6,95.4
1786826034309,20.9,93.6
1786826034335,20.1,91.9
1786826034362,23.5,104.6
1786826034389,26.2,119.1
1786826034415,24.1,107.3
1786826034442,27,119.8
1786826034468,21.5,94.5
1786826034494,17,78.3
1786826034520,20.3,90
1786826034547,21.5,94.4
1786826034573,25.3,112.7
1786826034599,21.7,98.8
1786826034625,16.4,71.1
1786826034652,12.1,54.4
1786826034678,9.6,44
1786826034704,12.5,53
1786826034731,17.9,80
1786826034757,18.2,81.2
1786826034783,19.2,86.8
1786826034809,16.9,75.8
1786826034836,13.3,60.9
1786826034862,15,68.1
1786826034888,16.7,73.1
1786826034914,16.3,70.5
1786826034941,17.8,79
1786826034967,17.9,82.3
1786826034993,19.8,87.6
1786826035019,18.3,83.1
1786826035045,16,72.2
1786826035071,17.1,76.6
1786826035098,15.3,70.5
1786826035124,18.9,82.8
1786826035150,17.8,81.3
1786826035177,16.2,70.2
1786826035203,17.8,75.9
1786826035230,16,73.6
1786826035256,18.6,77.7
1786826035283,15.7,68.7
1786826035309,15.8,67.7
1786826035335,16.6,71.6
1786826035361,14.7,66.7
1786826035387,15.7,72.6
1786826035413,15.1,69.2
1786826035440,13.5,60.7
1786826035466,13.9,62.6
1786826035492,12.8,56.2
1786826035518,14.9,64.7
1786826035544,13.3,62.6
1786826035571,16.3,71.6
1786826035597,15.5,65.6
1786826035623,11.4,51.1
1786826035649,11.5,53.1
1786826035675,11.8,51.4
1786826035701,13.6,60.8
1786826035727,11.4,53.5
1786826035754,11.7,49.9
1786826035780,10.1,44.1
1786826035806,6.8,31.4
1786826035834,7.6,32.8
1786826035860,6,27.6
1786826035886,6.2,29.4
1786826035912,5.5,26.4
1786826035939,6.2,28.6
1786826035965,0,0
1786826035991,-2.1,-13.2
1786826036017,-4.2,-34.9
1786826036043,-7.6,-70.2
1786826036070,-16.6,-129.5
1786826036096,-11.3,-91.5
1786826036122,-10.9,-95.6
1786826036148,-13.3,-111.3
1786826036174,-10.6,-97.8
1786826036200,-12,-104.1
1786826036226,-12.6,-114
1786826036252,-11.3,-103.7
1786826036278,-11.7,-107.2
1786826036304,-12,-113.5
1786826036330,-12.1,-112
1786826036357,-10.8,-107
1786826036383,-11.2,-110.3
1786826036409,-10.8,-108.8
1786826036435,-10.8,-113.1
1786826036461,-11.2,-112.5
1786826036487,-10.8,-111
1786826036513,-10.9,-114.4
1786826036539,-10.4,-112
1786826036566,-10.9,-120.8
1786826036592,-10.7,-122
1786826036617,-10.7,-119.9
1786826036643,-9.3,-112.3
1786826036670,-9.2,-111.2
1786826036696,-9.4,-115.1
1786826036722,-9.3,-115.6
1786826036748,-9.8,-119.8
1786826036774,-9.6,-115.8
1786826036800,-9.6,-119.6
1786826036826,-9.3,-116.4
1786826036852,-8,-117.1
1786826036878,-8.6,-118.3
1786826036904,-8.7,-121.7
1786826036930,-8.9,-117.6
1786826036956,-7.8,-117.1
1786826036982,-8,-113.3
1786826037009,-8.3,-118.2
1786826037035,-7.7,-116
1786826037061,-7.6,-119.2
1786826037087,-7.9,-116.5
1786826037113,-7.6,-116
1786826037139,-7.4,-114.8
1786826037165,-6.5,-116.9
1786826037191,-6,-117.3
1786826037217,-6.6,-118.9
1786826037243,-6.7,-119.3
1786826037269,-6.6,-117.4
1786826037295,-6.2,-112.1
1786826037321,-5.5,-111
1786826037348,-6.1,-116.1
1786826037374,-5.5,-112.6
1786826037400,-5.5,-110.3
1786826037426,-5.1,-107.2
1786826037452,-4.9,-107.8
1786826037478,-5,-104.9
1786826037505,-3.8,-99.7
1786826037531,-4.4,-96.6
1786826037557,-3.9,-96.7
1786826037583,-3.3,-93.6
1786826037609,-3.6,-85.9
1786826037636,0,0
1786826037662,0,0
1786826037688,0,0
1786826037714,0,0
1786826037740,0,0
1786826037766,0,0
1786826037792,-0.2,-1.8
1786826037818,-0.2,2.2
1786826037844,0.5,4.7
1786826037871,0.9,7.2
1786826037897,1.3,10.7
1786826037923,2.4,17.3
1786826037949,4,30.5
1786826037975,1.9,16.4
1786826038001,1.8,13.5
1786826038028,1.5,14.1
1786826038054,1.9,16.1
1786826038080,2.4,19.8
1786826038106,3.1,26
1786826038132,5.5,45.1
1786826038158,10.5,76.2
1786826038184,13.2,98.1
1786826038211,14.3,101.8
1786826038237,12.8,91.1
1786826038263,14.2,103.2
1786826038289,16.2,118.1
1786826038315,16.4,116.4
1786826038341,15.5,115.1
1786826038367,18,129.8
1786826038393,21.2,143.3
1786826038420,20.6,142.7
1786826038446,20.3,136.4
1786826038473,19.7,128.1
1786826038499,21.9,147.1
1786826038525,22.8,152.6
1786826038551,18.3,129.6
1786826038577,19.9,127.9
1786826038603,21,137.7
1786826038629,19.3,135.8
1786826038655,21.1,141.7
1786826038681,21.1,139.9
1786826038707,22.1,139.8
1786826038734,18.9,121.8
1786826038760,17.7,113.2
1786826038787,18.7,120.5
1786826038813,18.8,123.9
1786826038839,19.9,127.9
1786826038865,20,121.4
1786826038891,17.6,113.6
1786826038917,17.4,113.4
1786826038944,18.2,115
1786826038970,19.3,117.3
1786826038996,18.3,115.1
1786826039022,17.8,112.5
1786826039048,17.3,108.1
1786826039074,15.3,96.3
1786826039100,16.1,100.4
1786826039126,17.5,108.4
1786826039152,17.9,108.8
1786826039178,17.4,108.5
1786826039204,17.5,105.9
1786826039230,17,103.5
1786826039256,17.7,101.2
1786826039282,17.1,103.7
1786826039308,15.9,96.6
1786826039334,16.2,94
1786826039360,15.1,92
1786826039387,15.9,91.7
1786826039414,15.5,94.6
1786826039440,15.4,91.4
1786826039466,13.4,79.2
1786826039492,14.5,84.5
1786826039518,13,80.3
1786826039544,14,80.6
1786826039570,14.4,81.4
1786826039596,15.1,88.1
1786826039622,15,85.9
1786826039648,14.8,86.6
1786826039674,14,83.8
1786826039700,14.7,83.7
1786826039726,15.1,86.4
1786826039752,15.6,85.2
1786826039778,14.6,85.6
1786826039804,15.8,90.9
1786826039830,15.9,92
1786826039856,16,91.7
1786826039883,13.5,78.4
1786826039909,13.2,76.7
1786826039935,13.3,73.6
1786826039961,14.3,80.2
1786826039988,13.8,79.5
1786826040014,14.1,79.9
1786826040040,13,76.5
1786826040066,14.2,81.8
1786826040092,13.6,76.9
1786826040119,13.7,75.2
1786826040145,12.8,68.5
1786826040171,12.7,71.2
1786826040197,13.1,74.4
1786826040224,14.2,77.6
1786826040250,13.6,75
1786826040276,13.8,76.8
1786826040302,14.3,78.9
1786826040328,13.6,74.4
1786826040354,14.4,75.2
1786826040380,14.5,76.5
1786826040406,15.1,79.7
1786826040432,14.2,75.9
1786826040458,13.8,74.9
1786826040484,13.5,75.7
1786826040510,14.1,77.6
1786826040536,14.7,76.9
1786826040562,14.4,78.5
1786826040589,12,69.3
1786826040615,11.4,64.1
1786826040641,12.4,67.4
1786826040667,14,75.1
1786826040693,14.4,77
1786826040719,12.6,68.1
1786826040745,12.1,61.9
1786826040771,10.8,55.5
1786826040797,10.8,58.9
1786826040823,9.8,51.3
1786826040849,8.7,46.8
1786826040875,6.8,37.8
1786826040901,4,21.9
1786826040928,3.8,21
1786826040954,4.8,24.5
1786826040980,3.9,22.3
1786826041006,8.5,43.5
1786826041033,13.6,72.1
1786826041059,13.6,72.9
1786826041086,15,76.7
1786826041112,12.9,69.4
1786826041138,12.2,61.8
1786826041164,12,64
1786826041190,12,65.5
1786826041216,12.4,66.8
1786826041243,12.4,62
1786826041269,12.1,63.5
1786826041295,9,49.6
1786826041321,7.5,45.4
1786826041347,7.3,38.8
1786826041373,7.6,38.8
1786826041400,7.1,38.6
1786826041426,7.3,41.4
1786826041452,7.3,39.8
1786826041478,5.3,29.7
1786826041504,4.9,26.6
1786826041531,4.2,22.4
1786826041557,4.1,22.2
1786826041583,4.1,23.6
1786826041609,4.7,23.8
1786826041636,4.2,23.4
1786826041662,4.1,23.5
1786826041688,3.8,22.4
1786826041715,4.9,24.7
1786826041741,5.9,31.7
1786826041768,5.2,28.2
1786826041795,4.9,27.2
1786826041821,5.4,28.7
1786826041847,6.1,31.2
1786826041874,5.9,31.6
1786826041900,5.7,30.4
1786826041926,6.4,34.6
1786826041952,7,37.3
1786826041979,6.7,37.8
1786826042005,6.5,37.6
1786826042031,6.7,36.6
1786826042058,6.4,35.4
1786826042084,6.4,35.9
1786826042110,5.9,33.3
1786826042136,6.8,38.1
1786826042163,9.7,56.3
1786826042189,13.7,72.5
1786826042215,13.6,74.7
1786826042241,12.9,72.8
1786826042268,14.1,77.8
1786826042295,15.9,85.2
1786826042321,15.6,83.6
1786826042347,16.6,86.9
1786826042373,18,93
1786826042400,17.9,93.2
1786826042426,19.3,103.7
1786826042452,18.6,103.6
1786826042478,18.6,100.3
1786826042504,17.9,94.6
1786826042531,17.2,93.2
1786826042557,19.5,100.5
1786826042583,18.5,105.2
1786826042610,19.7,103.3
1786826042636,19.6,103.1
1786826042662,18.7,103.4
1786826042688,18.1,98.8
1786826042714,19.1,103
1786826042740,18.3,101.8
1786826042766,19.8,103.2
1786826042793,18.1,100.2
1786826042819,19.2,101.1
1786826042845,19,102.1
1786826042872,20.2,112.1
1786826042898,21.2,111.8
1786826042924,22,113.5
1786826042950,21.2,114.4
1786826042976,22.1,117.3
1786826043002,22,119.6
1786826043028,22.5,118.9
1786826043054,22.4,119
1786826043081,21.9,114.9
1786826043107,24.3,120.6
1786826043133,24.9,129.2
1786826043159,25.5,129.1
1786826043185,25.8,128.3
1786826043211,24,125.2
1786826043238,25.7,136.8
1786826043264,25.4,128.7
1786826043290,25,124.1
1786826043316,25.3,132.2
1786826043342,27.4,137.3
1786826043368,28,138.1
1786826043394,26.8,132.4
1786826043420,27.3,136.4
1786826043446,24.9,126.2
1786826043473,26.9,128.8
1786826043499,27.7,135.6
1786826043525,26.8,131.1
1786826043551,26.6,130.3
1786826043577,22.6,117
1786826043603,26.5,123
1786826043630,27.2,134.4
1786826043656,25.7,124.6
1786826043682,26.5,130.4
1786826043708,25,122.8
1786826043734,27.6,131.7
1786826043761,26.9,126.5
1786826043787,25.1,120.4
1786826043813,26.2,128.8
1786826043839,28.7,133.1
1786826043865,26.7,130
1786826043891,28.5,139.6
1786826043917,29.5,135.8
1786826043943,28,135.2
1786826043969,26.6,127.8
1786826043996,25.5,126.3
1786826044022,31.3,144.3
1786826044048,30.7,144.2
1786826044074,29.8,136.7
1786826044100,31.9,142
1786826044126,29.2,137
1786826044152,27.5,127
1786826044178,30.1,132.9
1786826044204,29.9,128.2
1786826044230,28.6,129.6
1786826044256,34.8,157.5
1786826044283,30.2,136
1786826044309,25.3,119.6
1786826044334,27.6,123.2
1786826044361,27.3,123.2
1786826044387,26.5,118.2
1786826044413,28.2,123
1786826044439,25,109.7
1786826044465,19.1,87.4
1786826044491,13.5,62.3
1786826044517,-1.7,-11.9
1786826044543,-4.5,-43.1
1786826044569,-10.7,-105.7
1786826044595,-13.9,-125.7
1786826044622,-12,-117.4
1786826044648,-12.7,-116.7
1786826044674,-11.7,-112.3
1786826044700,-12,-116.1
1786826044725,-12,-115.4
1786826044751,-11.9,-121.2
1786826044777,-11.8,-118
1786826044803,-11.1,-113
1786826044829,-10.4,-113.2
1786826044856,-10.6,-115.8
1786826044882,-9.9,-121.2
1786826044908,-10.1,-119
1786826044934,-10,-120.3
1786826044960,-9.5,-117.2
1786826044986,-8.8,-114.8
1786826045012,-9.2,-109.6
1786826045039,-8.4,-102.1
1786826045065,-8.1,-101.1
1786826045091,-7,-99.7
1786826045117,-7,-100.4
1786826045143,-7.4,-97.8
1786826045169,-7.1,-97.6
1786826045195,-5.6,-87.8
1786826045221,-6.2,-89.1
1786826045247,-5.5,-89.4
1786826045273,-6,-91.2
1786826045299,-6.1,-92.3
1786826045325,-5.9,-92.7
1786826045351,-5.3,-91.9
1786826045378,-6.2,-95.8
1786826045404,-5.5,-97.6
1786826045430,-5.9,-93.9
1786826045456,-5,-92.5
1786826045482,-5.3,-96.3
1786826045508,-5.4,-94.3
1786826045535,-4.9,-91.6
1786826045561,-4.8,-88.6
1786826045587,-4.3,-79.8
1786826045613,0,0
1786826045639,0,0
1786826045665,0,0
1786826045690,0,0
1786826045716,0,0
1786826045742,0,0
1786826045769,0.1,-1.5
1786826045795,-0.1,-1
1786826045821,-0.3,-3.1
1786826045847,1.1,4.7
1786826045873,1.3,8.1
1786826045899,2,11.5
1786826045925,3.6,27.4
1786826045951,2.7,22.8
1786826045977,2.6,18.9
1786826046004,1.5,16.2
1786826046030,2,15.4
1786826046056,2.1,15.1
1786826046082,1.8,14.5
1786826046108,2.6,15.5
1786826046134,2.5,18.2
1786826046161,3.7,28.5
1786826046187,3.4,25
1786826046213,2.6,22.5
1786826046239,3,21.8
1786826046265,2.6,22.5
1786826046291,5.7,41.3
1786826046317,6.2,45.7
1786826046343,8.4,63.6
1786826046370,8.8,65.9
1786826046397,9,68
1786826046423,9.7,68.3
1786826046449,9.6,66.8
1786826046475,9.8,68.6
1786826046501,9.4,65
1786826046527,8.8,67.3
1786826046554,9.2,69.6
1786826046580,9.7,66.6
1786826046606,9.6,67.4
1786826046632,10.8,78
1786826046659,10.9,80.4
1786826046685,9.9,74.3
1786826046711,11,75.7
1786826046737,12.2,86.9
1786826046764,12.7,86.7
1786826046790,12.4,91.1
1786826046816,12.8,87.6
1786826046842,13,93.2
1786826046869,15.2,106.9
1786826046895,16,109.4
1786826046921,14.2,104.6
1786826046947,14.4,97.5
1786826046973,15.1,109.9
1786826046999,16.6,118.3
1786826047026,16.6,119.8
1786826047052,16.2,114.6
1786826047078,17.1,116.1
1786826047104,17.3,117.7
1786826047130,16.6,111.7
1786826047156,15.8,109.8
1786826047183,16.2,108.7
1786826047210,15.3,104.2
1786826047236,15.5,104.8
1786826047262,14.3,96.5
1786826047288,14.1,97.4
1786826047314,12.3,87.9
1786826047341,11.4,78.4
1786826047367,10.4,70.6
1786826047393,10.5,74.4
1786826047419,10.6,73
1786826047446,11.3,77.8
1786826047472,11.2,74.4
1786826047498,11,78.2
1786826047524,10.7,75.1
1786826047550,11.2,78.2
1786826047576,11.4,75.1
1786826047603,11.2,74.7
1786826047629,11,76.2
1786826047655,11.6,80.8
1786826047681,12.6,82.2
1786826047707,13.1,92
1786826047733,12.8,90.6
1786826047759,13.6,89
1786826047785,13.8,91.6
1786826047812,13.5,93.9
1786826047838,13.3,93.3
1786826047864,13.4,94.5
1786826047890,13,89.6
1786826047916,13.1,93.4
1786826047942,14.2,92.5
1786826047968,14.4,97.2
1786826047994,14.5,95.4
1786826048021,14.3,96.1
1786826048047,15.2,96.5
1786826048073,15.1,95.3
1786826048099,15.6,99.1
1786826048125,14.8,93.8
1786826048151,13.3,89.6
1786826048178,14.2,89.4
1786826048204,14.4,93.5
1786826048230,14.1,94.7
1786826048256,15.2,94.8
1786826048282,13.6,91.6
1786826048308,14.3,96.1
1786826048334,14.3,89.3
1786826048361,14.4,91.8
1786826048387,15.5,97.5
1786826048413,14.6,91.3
1786826048439,15,93.2
1786826048465,13.8,90.7
1786826048491,14.7,93.3
1786826048518,15,90.1
1786826048544,14.7,93.1
1786826048570,16.1,98.2
1786826048596,15.1,97.6
1786826048622,16.5,106
1786826048648,16.3,103.9
1786826048674,17.1,107.1
1786826048701,17.6,109.6
1786826048727,19.2,115.9
1786826048753,19.2,114.4
1786826048779,18.7,117.5
1786826048805,19.2,112.2
1786826048831,19.8,115.7
1786826048858,20.9,126.7
1786826048884,20.9,128.9
1786826048910,21.6,124.7
1786826048937,20.1,121.9
1786826048963,21.2,124.6
1786826048989,20.8,118.6
1786826049015,21.4,121.4
1786826049041,20.3,122.8
1786826049067,19.3,115.4
1786826049093,19.7,113.2
1786826049119,20.6,116.7
1786826049145,20.2,119.2
1786826049171,19.6,115.7
1786826049197,20.2,116.1
1786826049223,19,113.8
1786826049249,19.4,114.2
1786826049275,19.4,116.6
1786826049302,21,117.9
1786826049328,20.9,125.3
1786826049354,22.8,126.4
1786826049381,22.7,132.3
1786826049407,22.6,129.7
1786826049434,22.2,130.1
1786826049460,23.5,127.5
1786826049486,22.5,122.4
1786826049512,22.7,127.8
1786826049538,24.1,127.8
1786826049564,24.4,138.3
1786826049590,27.4,142.9
1786826049616,29.1,148.1
1786826049643,30.4,159.8
1786826049669,30,163.6
1786826049695,29.1,155.5
1786826049721,30.2,159.3
1786826049747,33.2,168
1786826049773,31.3,160.4
1786826049799,32.1,162.8
1786826049826,30.5,156.5
1786826049852,29,153.3
1786826049878,29.5,149.7
1786826049904,30.6,157.6
1786826049930,30,159.8
1786826049956,27.3,144.3
1786826049983,29.4,145.5
1786826050009,28.1,141.2
1786826050035,29.3,146.6
1786826050061,30.5,147.7
1786826050088,28.3,144.5
1786826050114,28.1,142.9
1786826050140,27.7,140.2
1786826050166,29.6,140.4
1786826050192,30.9,153.6
1786826050218,30.6,146.9
1786826050244,29.5,146.4
1786826050270,27.7,134.3
1786826050296,31,153.6
1786826050322,33.8,160.3
1786826050348,32.5,153.6
1786826050374,33.2,156.5
1786826050401,33.9,156.4
1786826050427,33.3,153.2
1786826050453,31.2,148.2
1786826050479,27.2,129.7
1786826050505,25.7,116.5
1786826050531,27.3,126
1786826050558,27.9,127.8
1786826050584,30.9,138.4
1786826050610,31.9,145.4
1786826050636,29.8,136.2
