"DTI Voltage","time"
498,1786826009199
500,1786826009225
502,1786826009251
505,1786826009277
498,1786826009303
498,1786826009329
498,1786826009355
498,1786826009382
498,1786826009408
499,1786826009434
498,1786826009460
498,1786826009486
498,1786826009512
499,1786826009538
498,1786826009564
498,1786826009590
498,1786826009616
499,1786826009643
498,1786826009669
498,1786826009695
499,1786826009721
498,1786826009747
498,1786826009773
499,1786826009799
498,1786826009825
498,1786826009852
498,1786826009878
498,1786826009904
499,1786826009930
499,1786826009956
498,1786826009982
498,1786826010009
498,1786826010035
498,1786826010061
498,1786826010087
498,1786826010113
498,1786826010139
498,1786826010165
498,1786826010191
499,1786826010217
498,1786826010243
498,1786826010269
499,1786826010295
498,1786826010322
499,1786826010348
498,1786826010374
498,1786826010400
499,1786826010426
499,1786826010452
499,1786826010478
499,1786826010504
498,1786826010530
499,1786826010557
498,1786826010583
498,1786826010609
498,1786826010636
498,1786826010662
499,1786826010688
498,1786826010714
498,1786826010740
497,1786826010766
498,1786826010792
497,1786826010818
496,1786826010844
497,1786826010871
497,1786826010897
498,1786826010924
497,1786826010950
498,1786826010977
497,1786826011003
498,1786826011029
498,1786826011055
498,1786826011081
497,1786826011108
498,1786826011134
498,1786826011160
498,1786826011186
499,1786826011212
499,1786826011238
499,1786826011264
499,1786826011290
499,1786826011316
498,1786826011342
498,1786826011368
498,1786826011395
499,1786826011421
498,1786826011447
499,1786826011473
498,1786826011500
498,1786826011526
498,1786826011552
498,1786826011578
498,1786826011605
499,1786826011631
498,1786826011657
499,1786826011683
499,1786826011709
498,1786826011735
499,1786826011761
499,1786826011787
499,1786826011813
498,1786826011839
499,1786826011865
498,1786826011891
499,1786826011917
498,1786826011943
498,1786826011969
499,1786826011995
498,1786826012022
499,1786826012048
499,1786826012074
499,1786826012100
498,1786826012126
499,1786826012152
498,1786826012178
498,1786826012204
498,1786826012230
498,1786826012256
498,1786826012283
498,1786826012309
498,1786826012335
498,1786826012361
499,1786826012387
498,1786826012413
498,1786826012439
499,1786826012465
499,1786826012491
499,1786826012517
498,1786826012543
498,1786826012569
499,1786826012595
498,1786826012621
498,1786826012647
498,1786826012674
498,1786826012700
497,1786826012726
497,1786826012752
497,1786826012778
497,1786826012805
498,1786826012831
497,1786826012857
497,1786826012883
498,1786826012910
497,1786826012936
498,1786826012962
497,1786826012988
497,1786826013014
497,1786826013040
497,1786826013066
497,1786826013092
498,1786826013118
497,1786826013144
497,1786826013170
497,1786826013196
497,1786826013222
497,1786826013247
497,1786826013274
498,1786826013300
497,1786826013326
497,1786826013352
498,1786826013378
498,1786826013404
497,1786826013430
498,1786826013456
498,1786826013482
496,1786826013508
496,1786826013534
496,1786826013560
496,1786826013586
497,1786826013612
497,1786826013637
496,1786826013664
496,1786826013689
495,1786826013715
495,1786826013741
495,1786826013767
496,1786826013793
496,1786826013819
496,1786826013845
496,1786826013872
496,1786826013897
495,1786826013924
495,1786826013950
495,1786826013976
496,1786826014002
496,1786826014028
496,1786826014054
494,1786826014080
496,1786826014107
495,1786826014133
495,1786826014159
495,1786826014185
495,1786826014211
495,1786826014237
495,1786826014263
496,1786826014289
495,1786826014316
495,1786826014341
495,1786826014367
494,1786826014394
494,1786826014420
495,1786826014446
494,1786826014472
494,1786826014498
494,1786826014524
494,1786826014550
495,1786826014576
495,1786826014602
495,1786826014628
495,1786826014654
495,1786826014680
494,1786826014706
494,1786826014732
494,1786826014758
495,1786826014784
495,1786826014810
495,1786826014836
495,1786826014862
494,1786826014888
495,1786826014914
494,1786826014940
495,1786826014967
495,1786826014993
495,1786826015020
495,1786826015046
496,1786826015072
495,1786826015098
495,1786826015125
496,1786826015151
496,1786826015178
495,1786826015204
496,1786826015230
496,1786826015257
495,1786826015283
495,1786826015309
495,1786826015335
495,1786826015362
495,1786826015388
495,1786826015414
494,1786826015440
495,1786826015467
495,1786826015493
496,1786826015520
495,1786826015546
495,1786826015573
495,1786826015600
495,1786826015626
495,1786826015653
495,1786826015679
495,1786826015705
495,1786826015731
494,1786826015758
494,1786826015784
495,1786826015811
495,1786826015837
494,1786826015863
496,1786826015890
495,1786826015916
495,1786826015942
495,1786826015968
494,1786826015995
495,1786826016021
494,1786826016047
496,1786826016074
494,1786826016100
494,1786826016127
493,1786826016153
494,1786826016179
493,1786826016206
492,1786826016232
493,1786826016258
493,1786826016285
492,1786826016311
493,1786826016337
492,1786826016364
491,1786826016390
493,1786826016417
491,1786826016444
491,1786826016470
490,1786826016496
490,1786826016522
489,1786826016549
489,1786826016575
489,1786826016601
489,1786826016627
488,1786826016654
488,1786826016680
487,1786826016706
486,1786826016733
487,1786826016760
486,1786826016786
487,1786826016812
485,1786826016838
487,1786826016865
487,1786826016891
486,1786826016917
487,1786826016943
486,1786826016969
487,1786826016995
487,1786826017021
487,1786826017047
488,1786826017073
487,1786826017099
488,1786826017125
487,1786826017151
487,1786826017178
488,1786826017204
487,1786826017230
488,1786826017257
489,1786826017283
488,1786826017309
487,1786826017335
489,1786826017362
488,1786826017388
487,1786826017413
488,1786826017439
488,1786826017465
488,1786826017492
490,1786826017518
488,1786826017544
488,1786826017570
488,1786826017596
488,1786826017622
489,1786826017648
489,1786826017674
489,1786826017700
490,1786826017727
490,1786826017753
491,1786826017779
490,1786826017805
492,1786826017831
493,1786826017857
493,1786826017884
494,1786826017910
495,1786826017936
495,1786826017963
498,1786826017989
498,1786826018016
498,1786826018042
501,1786826018068
505,1786826018094
505,1786826018121
505,1786826018147
505,1786826018173
505,1786826018199
505,1786826018225
505,1786826018251
505,1786826018277
505,1786826018303
505,1786826018330
505,1786826018356
505,1786826018382
503,1786826018408
503,1786826018434
503,1786826018461
505,1786826018487
504,1786826018513
504,1786826018539
503,1786826018565
503,1786826018591
503,1786826018617
503,1786826018643
499,1786826018670
498,1786826018696
498,1786826018722
499,1786826018748
498,1786826018774
498,1786826018800
498,1786826018827
498,1786826018853
498,1786826018879
498,1786826018905
498,1786826018931
498,1786826018957
498,1786826018983
499,1786826019010
499,1786826019036
499,1786826019062
498,1786826019088
499,1786826019115
498,1786826019141
498,1786826019167
497,1786826019193
496,1786826019219
494,1786826019245
