"voltage","time"
24.742,1786827178535
24.742,1786827178423
24.742,1786827178306
24.742,1786827178194
24.652,1786827177960
24.652,1786827177843
24.652,1786827177731
24.652,1786827177619
24.652,1786827177507
24.652,1786827177385
24.652,1786827177268
24.652,1786827177156
24.652,1786827177044
24.67,1786827176809
24.67,1786827176697
24.67,1786827176585
24.67,1786827176473
24.67,1786827176361
24.67,1786827176239
24.67,1786827176123
24.67,1786827176011
24.67,1786827175899
24.67,1786827175785
24.778,1786827175666
24.778,1786827175549
24.778,1786827175437
24.778,1786827175325
24.778,1786827175211
24.778,1786827175104
24.778,1786827174977
24.778,1786827174865
24.778,1786827174753
24.778,1786827174639
24.778,1786827174529
24.652,1786827174402
24.652,1786827174290
24.652,1786827174178
24.652,1786827174066
24.652,1786827173954
24.652,1786827173827
24.652,1786827173715
24.652,1786827173603
24.652,1786827173491
24.652,1786827173375
24.652,1786827173253
24.652,1786827173141
24.652,1786827172918
24.652,1786827172802
24.652,1786827172680
24.652,1786827172568
24.652,1786827172344
24.652,1786827172228
24.67,1786827171994
24.67,1786827171770
24.67,1786827171654
24.67,1786827171532
24.67,1786827171420
24.67,1786827171196
24.67,1786827171080
24.706,1786827170958
24.706,1786827170846
24.706,1786827170734
24.706,1786827170508
24.706,1786827170386
24.706,1786827170274
24.706,1786827170162
24.706,1786827169934
24.706,1786827169822
24.679,1786827169700
24.679,1786827169588
24.679,1786827169476
24.679,1786827169364
24.679,1786827169251
24.679,1786827169129
24.679,1786827169017
24.679,1786827168905
24.679,1786827168678
24.661,1786827168556
24.661,1786827168442
24.661,1786827168332
24.661,1786827168216
24.661,1786827168104
24.661,1786827167982
24.661,1786827167869
24.661,1786827167757
24.661,1786827167528
24.643,1786827167407
24.643,1786827167292
24.643,1786827167182
24.643,1786827166954
24.643,1786827166832
24.643,1786827166718
24.643,1786827166608
24.643,1786827166380
24.706,1786827166258
24.706,1786827166144
24.706,1786827166034
24.706,1786827165918
24.706,1786827165806
24.706,1786827165684
24.706,1786827165572
24.706,1786827165456
24.706,1786827165344
24.706,1786827165232
24.661,1786827165110
24.661,1786827164882
24.661,1786827164770
24.661,1786827164546
24.661,1786827164307
24.661,1786827164195
24.661,1786827163971
24.652,1786827163849
24.652,1786827163735
24.652,1786827163623
24.652,1786827163511
24.652,1786827163399
24.652,1786827163277
24.652,1786827163161
24.652,1786827163049
24.652,1786827162937
24.679,1786827162703
24.679,1786827162587
24.679,1786827162475
24.679,1786827162363
24.679,1786827162130
24.679,1786827161901
24.679,1786827161789
24.679,1786827161677
24.706,1786827161555
24.706,1786827161439
24.706,1786827161327
24.706,1786827161215
24.706,1786827161101
24.706,1786827160982
24.706,1786827160865
24.706,1786827160753
24.706,1786827160641
24.706,1786827160527
24.778,1786827160407
24.778,1786827160291
24.778,1786827160179
24.778,1786827160067
24.778,1786827159953
24.778,1786827159717
24.778,1786827159605
24.778,1786827159493
24.778,1786827159381
24.778,1786827159146
24.778,1786827159034
24.778,1786827158922
24.778,1786827158808
24.778,1786827158698
24.778,1786827158572
24.778,1786827158460
24.778,1786827158348
24.778,1786827158236
24.778,1786827158124
24.724,1786827157998
24.724,1786827157885
24.724,1786827157773
24.724,1786827157661
24.724,1786827157544
24.724,1786827157422
24.724,1786827157310
24.724,1786827157198
24.724,1786827157085
24.724,1786827156974
24.679,1786827156736
24.679,1786827156513
24.679,1786827156397
24.679,1786827156275
24.679,1786827155939
24.679,1786827155822
24.706,1786827155700
24.706,1786827155588
24.706,1786827155364
24.706,1786827155248
24.706,1786827155126
24.706,1786827155014
24.706,1786827154790
24.706,1786827154674
24.661,1786827154440
24.661,1786827154328
24.661,1786827154216
24.661,1786827154100
24.661,1786827153866
24.661,1786827153754
24.661,1786827153642
24.661,1786827153526
24.661,1786827153414
24.715,1786827153292
24.715,1786827153180
24.715,1786827153068
24.715,1786827152952
24.715,1786827152840
24.715,1786827152718
24.715,1786827152604
24.715,1786827152379
24.715,1786827152267
24.625,1786827152146
24.625,1786827152034
24.625,1786827151922
24.625,1786827151807
24.625,1786827151695
24.625,1786827151574
24.625,1786827151462
24.625,1786827151348
24.625,1786827151237
24.625,1786827151125
24.706,1786827151003
24.706,1786827150889
24.706,1786827150780
24.706,1786827150551
24.706,1786827150429
24.706,1786827150315
24.706,1786827150208
24.706,1786827150091
24.706,1786827149979
24.661,1786827149857
24.661,1786827149743
24.661,1786827149633
24.661,1786827149517
24.661,1786827149405
24.661,1786827149293
24.661,1786827149171
24.661,1786827149059
24.661,1786827148942
24.661,1786827148830
24.661,1786827148717
24.706,1786827148595
24.706,1786827148478
24.706,1786827148366
24.706,1786827148254
24.706,1786827148142
24.706,1786827148020
24.706,1786827147903
24.706,1786827147791
24.706,1786827147679
24.706,1786827147567
24.652,1786827147445
24.652,1786827147333
24.652,1786827147221
24.652,1786827146997
24.652,1786827146875
24.652,1786827146759
24.652,1786827146647
24.652,1786827146423
24.724,1786827146301
24.724,1786827146184
24.724,1786827146071
24.724,1786827145848
24.724,1786827145725
24.724,1786827145609
24.724,1786827145497
24.724,1786827145385
24.724,1786827145273
24.715,1786827145150
24.715,1786827145034
24.715,1786827144922
24.715,1786827144810
24.715,1786827144698
24.715,1786827144576
24.715,1786827144459
24.715,1786827144347
24.715,1786827144235
24.715,1786827144011
24.697,1786827143886
24.697,1786827143774
24.697,1786827143663
24.697,1786827143551
24.697,1786827143438
24.697,1786827143201
24.697,1786827143089
24.697,1786827142977
24.697,1786827142865
24.625,1786827142743
24.625,1786827142631
24.625,1786827142519
24.625,1786827142407
24.625,1786827142169
24.625,1786827142057
24.625,1786827141945
24.625,1786827141831
24.625,1786827141722
24.652,1786827141595
24.652,1786827141483
24.652,1786827141371
24.652,1786827141152
24.652,1786827141025
24.652,1786827140913
24.652,1786827140801
24.652,1786827140687
24.751,1786827140455
24.751,1786827140343
24.751,1786827140231
24.751,1786827140117
24.751,1786827140007
24.751,1786827139881
24.751,1786827139769
24.751,1786827139657
24.751,1786827139543
24.661,1786827139307
24.661,1786827139195
24.661,1786827139083
24.661,1786827138854
24.661,1786827138742
24.661,1786827138620
24.661,1786827138508
24.661,1786827138279
24.661,1786827138166
24.706,1786827138044
24.706,1786827137932
24.706,1786827137703
24.706,1786827137591
24.706,1786827137469
24.706,1786827137357
24.706,1786827137128
24.706,1786827137016
24.715,1786827136894
24.715,1786827136782
24.715,1786827136553
24.715,1786827136441
24.715,1786827136319
24.715,1786827136207
24.715,1786827136094
24.715,1786827135865
24.706,1786827135743
24.706,1786827135631
24.706,1786827135520
24.706,1786827135404
24.706,1786827135291
24.706,1786827135169
24.706,1786827135057
24.706,1786827134945
24.706,1786827134829
24.706,1786827134717
24.697,1786827134595
24.697,1786827134371
24.697,1786827134254
24.697,1786827134142
24.697,1786827134020
24.697,1786827133908
24.697,1786827133796
24.697,1786827133680
24.697,1786827133568
24.697,1786827133456
24.733,1786827133334
24.733,1786827133223
24.733,1786827133106
24.733,1786827132994
24.733,1786827132881
24.733,1786827132759
24.733,1786827132647
24.733,1786827132531
24.733,1786827132307
24.715,1786827132183
24.715,1786827132075
24.715,1786827131958
24.715,1786827131846
24.715,1786827131734
24.715,1786827131610
24.715,1786827131500
24.715,1786827131384
24.715,1786827131272
24.715,1786827131160
24.715,1786827131036
24.715,1786827130926
24.715,1786827130698
24.715,1786827130585
24.715,1786827130463
24.715,1786827130122
24.715,1786827130010
24.67,1786827129888
24.67,1786827129771
24.67,1786827129547
24.67,1786827129435
24.67,1786827129313
24.67,1786827129196
24.67,1786827129084
24.67,1786827128972
24.67,1786827128860
24.706,1786827128738
24.706,1786827128621
24.706,1786827128397
24.706,1786827128285
24.706,1786827128173
24.706,1786827128045
24.706,1786827127933
24.706,1786827127821
24.706,1786827127709
24.706,1786827127596
24.688,1786827127471
24.688,1786827127247
24.688,1786827127135
24.688,1786827127023
24.688,1786827126898
24.688,1786827126786
24.688,1786827126563
24.688,1786827126451
24.697,1786827126324
24.697,1786827126212
24.697,1786827126100
24.697,1786827125988
24.697,1786827125876
24.697,1786827125754
24.697,1786827125642
24.697,1786827125530
24.697,1786827125416
24.697,1786827125306
24.697,1786827125180
24.697,1786827125068
24.697,1786827124842
24.697,1786827124732
24.697,1786827124606
24.697,1786827124494
24.697,1786827124270
24.697,1786827124158
24.715,1786827123918
24.715,1786827123806
24.715,1786827123694
24.715,1786827123577
24.715,1786827123343
24.715,1786827123231
24.715,1786827123119
24.715,1786827123002
24.715,1786827122890
24.733,1786827122768
24.733,1786827122656
24.733,1786827122544
24.733,1786827122427
24.733,1786827122314
24.733,1786827122192
24.733,1786827122080
24.733,1786827121968
24.733,1786827121851
24.733,1786827121739
24.778,1786827121617
24.778,1786827121505
24.778,1786827121394
24.778,1786827121276
24.778,1786827121164
24.778,1786827121042
24.778,1786827120930
24.778,1786827120818
24.778,1786827120701
24.778,1786827120589
24.706,1786827120468
24.706,1786827120356
24.706,1786827120244
24.706,1786827120132
24.706,1786827120020
24.706,1786827119898
24.706,1786827119786
24.706,1786827119674
24.706,1786827119560
24.706,1786827119448
24.715,1786827119326
24.715,1786827119214
24.715,1786827119102
24.715,1786827118985
24.715,1786827118873
24.715,1786827118751
24.715,1786827118639
24.715,1786827118410
24.715,1786827118298
24.679,1786827118064
24.679,1786827117840
24.679,1786827117728
24.679,1786827117616
24.679,1786827117494
24.679,1786827117382
24.679,1786827117266
24.679,1786827117154
24.679,1786827117041
24.733,1786827116919
24.733,1786827116807
24.733,1786827116690
24.733,1786827116578
24.733,1786827116466
24.733,1786827116342
24.733,1786827116233
24.733,1786827116116
24.733,1786827115892
24.733,1786827115767
24.733,1786827115658
24.733,1786827115317
24.733,1786827115193
24.733,1786827115084
24.733,1786827114967
24.733,1786827114855
24.733,1786827114743
24.778,1786827114619
24.778,1786827114510
24.778,1786827114393
24.778,1786827114281
24.778,1786827114169
24.778,1786827114045
24.778,1786827113936
24.778,1786827113819
24.778,1786827113707
24.778,1786827113595
24.778,1786827113471
24.778,1786827113362
24.778,1786827113245
24.778,1786827113021
24.778,1786827112788
24.778,1786827112671
24.778,1786827112559
24.778,1786827112446
24.778,1786827112334
24.697,1786827112212
24.697,1786827112100
24.697,1786827111988
24.697,1786827111762
24.697,1786827111643
24.697,1786827111526
24.697,1786827111414
24.697,1786827111188
24.733,1786827111069
24.733,1786827110952
24.733,1786827110840
24.733,1786827110728
24.733,1786827110614
24.733,1786827110495
24.733,1786827110377
24.733,1786827110266
24.733,1786827110040
24.715,1786827109920
24.715,1786827109803
24.715,1786827109691
24.715,1786827109579
24.715,1786827109466
24.715,1786827109344
24.715,1786827109230
24.715,1786827109117
24.715,1786827109005
24.715,1786827108891
24.76,1786827108771
24.76,1786827108543
24.76,1786827108431
24.76,1786827108319
24.76,1786827108197
24.76,1786827108080
24.76,1786827107968
24.76,1786827107856
24.76,1786827107632
24.76,1786827107505
24.76,1786827107393
24.76,1786827107281
24.76,1786827107169
24.76,1786827107057
24.76,1786827106818
24.76,1786827106706
24.76,1786827106594
24.76,1786827106482
24.706,1786827106360
24.706,1786827106248
24.706,1786827106136
24.706,1786827106022
24.706,1786827105913
24.706,1786827105786
24.706,1786827105562
24.706,1786827105448
24.706,1786827105339
24.742,1786827105213
24.742,1786827105101
24.742,1786827104989
24.742,1786827104875
24.742,1786827104766
24.742,1786827104639
24.742,1786827104527
24.742,1786827104415
24.742,1786827104301
24.742,1786827104194
24.715,1786827104067
24.715,1786827103955
24.715,1786827103729
24.715,1786827103619
24.715,1786827103493
24.715,1786827103381
24.715,1786827103269
24.715,1786827103155
24.715,1786827103045
24.697,1786827102919
24.697,1786827102807
24.697,1786827102695
24.697,1786827102583
24.697,1786827102471
24.697,1786827102354
24.697,1786827102232
24.697,1786827102120
24.697,1786827102008
24.697,1786827101896
24.697,1786827101778
24.76,1786827101656
24.76,1786827101544
24.76,1786827101432
24.76,1786827101315
24.76,1786827101203
24.76,1786827101081
24.76,1786827100969
24.76,1786827100857
24.76,1786827100739
24.76,1786827100628
24.742,1786827100505
24.742,1786827100393
24.742,1786827100282
24.742,1786827100164
24.742,1786827100052
24.742,1786827099930
24.742,1786827099706
24.742,1786827099589
24.742,1786827099477
24.778,1786827099355
24.778,1786827099243
24.778,1786827099131
24.778,1786827099014
24.778,1786827098780
24.778,1786827098668
24.778,1786827098556
24.778,1786827098439
24.778,1786827098327
24.733,1786827098205
24.733,1786827098093
24.733,1786827097981
24.733,1786827097864
24.733,1786827097630
24.733,1786827097517
24.733,1786827097405
24.733,1786827097289
24.733,1786827097177
24.733,1786827097065
24.742,1786827096943
24.742,1786827096831
24.742,1786827096716
24.742,1786827096604
24.742,1786827096491
24.742,1786827096369
24.742,1786827096143
24.742,1786827096031
24.706,1786827095798
24.706,1786827095686
24.706,1786827095569
24.706,1786827095457
24.706,1786827095345
24.706,1786827095223
24.706,1786827095111
24.706,1786827094994
24.706,1786827094882
24.706,1786827094770
24.715,1786827094648
24.715,1786827094536
24.715,1786827094419
24.715,1786827094307
24.715,1786827094195
24.715,1786827094073
24.715,1786827093961
24.715,1786827093844
24.715,1786827093732
24.715,1786827093620
24.751,1786827093498
24.751,1786827093386
24.751,1786827093162
24.751,1786827092928
24.751,1786827092816
24.751,1786827092587
24.751,1786827092475
24.715,1786827092353
24.715,1786827092241
24.715,1786827092126
24.715,1786827092014
24.715,1786827091902
24.715,1786827091788
24.715,1786827091673
24.715,1786827091556
24.715,1786827091444
24.715,1786827091332
24.715,1786827091220
24.697,1786827091099
24.697,1786827090982
24.697,1786827090870
24.697,1786827090758
24.697,1786827090644
24.697,1786827090524
24.697,1786827090408
24.697,1786827090296
24.697,1786827090184
24.697,1786827090072
24.751,1786827089722
24.751,1786827089498
24.751,1786827089260
24.751,1786827089148
24.751,1786827088924
24.724,1786827088802
24.724,1786827088690
24.724,1786827088578
24.724,1786827088466
24.724,1786827088354
24.724,1786827088228
24.724,1786827088116
24.724,1786827088004
24.724,1786827087892
24.724,1786827087780
24.625,1786827087654
24.625,1786827087541
24.625,1786827087429
24.625,1786827087317
24.625,1786827087079
24.625,1786827086967
24.625,1786827086855
24.625,1786827086743
24.625,1786827086631
24.625,1786827086515
24.751,1786827086170
24.751,1786827086058
24.751,1786827085941
24.751,1786827085819
24.751,1786827085707
24.751,1786827085595
24.751,1786827085483
24.751,1786827085367
24.697,1786827085245
24.697,1786827085133
24.697,1786827085021
24.697,1786827084909
24.697,1786827084793
24.697,1786827084559
24.697,1786827084447
24.697,1786827084335
24.697,1786827084218
24.733,1786827083872
24.733,1786827083760
24.733,1786827083644
24.733,1786827083522
24.733,1786827083410
24.733,1786827083298
24.733,1786827083186
24.733,1786827083070
24.742,1786827082948
24.742,1786827082836
24.742,1786827082724
24.742,1786827082612
24.742,1786827082496
24.742,1786827082374
24.742,1786827082262
24.742,1786827082150
24.742,1786827082038
24.742,1786827081922
24.742,1786827081800
24.742,1786827081688
24.742,1786827081576
24.742,1786827081464
24.742,1786827081348
24.742,1786827081236
24.742,1786827081114
24.742,1786827081002
24.742,1786827080774
24.742,1786827080661
24.751,1786827080539
24.751,1786827080199
24.751,1786827080087
24.751,1786827079965
24.751,1786827079853
24.751,1786827079740
24.751,1786827079626
24.751,1786827079514
24.715,1786827079392
24.715,1786827079280
24.715,1786827079168
24.715,1786827079052
24.715,1786827078818
24.715,1786827078706
24.715,1786827078594
24.715,1786827078479
24.715,1786827078368
24.76,1786827078134
24.76,1786827078022
24.76,1786827077907
24.76,1786827077794
24.76,1786827077672
24.76,1786827077560
24.76,1786827077448
24.76,1786827077333
24.76,1786827077221
24.778,1786827076987
24.778,1786827076875
24.778,1786827076759
24.778,1786827076647
24.778,1786827076413
24.778,1786827076301
24.778,1786827076184
24.778,1786827076072
24.733,1786827075838
24.733,1786827075726
24.733,1786827075610
24.733,1786827075386
24.733,1786827075264
24.733,1786827075152
24.733,1786827075035
24.733,1786827074811
24.733,1786827074689
24.733,1786827074577
24.733,1786827074462
24.733,1786827074350
24.733,1786827074238
24.733,1786827074006
24.733,1786827073889
24.733,1786827073777
24.733,1786827073543
24.733,1786827073431
24.733,1786827073316
24.733,1786827073204
24.733,1786827073092
24.733,1786827072742
24.733,1786827072630
24.733,1786827072518
24.724,1786827072394
24.724,1786827072284
24.724,1786827072168
24.724,1786827072056
24.724,1786827071944
24.724,1786827071822
24.724,1786827071710
24.724,1786827071594
24.724,1786827071482
24.724,1786827071370
24.724,1786827071246
24.724,1786827071136
24.724,1786827070908
24.724,1786827070796
24.724,1786827070684
24.724,1786827070557
24.724,1786827070333
24.724,1786827070221
24.724,1786827070109
24.778,1786827069981
24.778,1786827069757
24.778,1786827069645
24.778,1786827069183
24.778,1786827069071
24.778,1786827068959
24.751,1786827068721
24.751,1786827068608
24.751,1786827068496
24.751,1786827068384
24.751,1786827068150
24.751,1786827068038
24.751,1786827067926
24.751,1786827067814
24.742,1786827067580
24.742,1786827067468
24.742,1786827067244
24.742,1786827067122
24.742,1786827067005
24.742,1786827066893
24.742,1786827066781
24.742,1786827066669
24.742,1786827066543
24.742,1786827066431
24.742,1786827066319
24.742,1786827066207
24.742,1786827066093
24.742,1786827065857
24.742,1786827065745
24.742,1786827065633
24.742,1786827065519
24.742,1786827065408
24.751,1786827065281
24.751,1786827065169
24.751,1786827065057
24.751,1786827064833
24.751,1786827064707
24.751,1786827064595
24.751,1786827064483
24.751,1786827064371
24.751,1786827064259
24.742,1786827064132
24.742,1786827064020
24.742,1786827063908
24.742,1786827063796
24.742,1786827063679
24.742,1786827063557
24.742,1786827063445
24.742,1786827063333
24.742,1786827063221
24.742,1786827063104
24.742,1786827062982
24.742,1786827062870
24.742,1786827062758
24.742,1786827062646
24.742,1786827062529
24.742,1786827062407
24.742,1786827062295
24.742,1786827062183
24.742,1786827062071
24.742,1786827061954
24.751,1786827061832
24.751,1786827061720
24.751,1786827061608
24.751,1786827061496
24.751,1786827061379
24.751,1786827061257
24.751,1786827061145
24.751,1786827061033
24.751,1786827060921
24.751,1786827060804
24.751,1786827060691
24.796,1786827060569
24.796,1786827060457
24.796,1786827060345
24.796,1786827060228
24.796,1786827060115
24.796,1786827059993
24.796,1786827059881
24.796,1786827059769
24.796,1786827059653
24.796,1786827059541
24.697,1786827059419
24.697,1786827059307
24.697,1786827059195
24.697,1786827059083
24.697,1786827058971
24.697,1786827058849
24.697,1786827058737
24.697,1786827058623
24.697,1786827058513
24.697,1786827058397
24.966,1786827058163
24.966,1786827058049
24.966,1786827057940
24.966,1786827057823
24.966,1786827057589
24.966,1786827057475
24.966,1786827057365
24.966,1786827057249
25.029,1786827057127
25.029,1786827057015
25.029,1786827056901
25.029,1786827056791
25.029,1786827056675
25.029,1786827056553
25.029,1786827056441
25.029,1786827056327
25.029,1786827056217
25.029,1786827056101
24.993,1786827055979
24.993,1786827055867
24.993,1786827055755
24.993,1786827055638
24.993,1786827055526
24.993,1786827055414
24.993,1786827055292
24.993,1786827055180
24.993,1786827055063
24.993,1786827054951
24.993,1786827054839
25.047,1786827054717
25.047,1786827054605
25.047,1786827054488
25.047,1786827054376
25.047,1786827054264
25.047,1786827054141
25.047,1786827054029
25.047,1786827053913
25.047,1786827053801
25.047,1786827053689
25.011,1786827053569
25.011,1786827053457
25.011,1786827053341
25.011,1786827053229
25.011,1786827053115
25.011,1786827052994
25.011,1786827052878
25.011,1786827052650
25.011,1786827052538
24.984,1786827052416
24.984,1786827052304
24.984,1786827052075
24.984,1786827051963
24.984,1786827051841
24.984,1786827051729
24.984,1786827051612
24.984,1786827051500
24.984,1786827051388
25.038,1786827051266
25.038,1786827051090
25.038,1786827050978
25.038,1786827050866
25.038,1786827050754
25.038,1786827050642
25.038,1786827050477
25.038,1786827050365
25.038,1786827050253
25.038,1786827050141
25.038,1786827050029
25.137,1786827049902
25.137,1786827049790
25.137,1786827049678
25.137,1786827049566
25.137,1786827049441
25.137,1786827049285
25.137,1786827049129
25.137,1786827049017
25.137,1786827048891
25.137,1786827048774
25.047,1786827048615
25.047,1786827048474
25.047,1786827048334
25.047,1786827048217
25.047,1786827047972
25.047,1786827047845
25.047,1786827047690
25.047,1786827047574
25.047,1786827047448
25.02,1786827047327
25.02,1786827047186
25.02,1786827047029
25.02,1786827046903
25.02,1786827046777
25.02,1786827046642
25.02,1786827046512
25.02,1786827046372
25.02,1786827046217
25.02,1786827046090
25.101,1786827045968
25.101,1786827045853
25.101,1786827045699
25.101,1786827045543
25.101,1786827045417
25.101,1786827045284
25.101,1786827045162
25.101,1786827045022
25.101,1786827044881
25.101,1786827044608
25.119,1786827044472
25.119,1786827044345
25.119,1786827044201
25.119,1786827044045
25.119,1786827043918
25.119,1786827043798
25.119,1786827043667
25.119,1786827043527
25.119,1786827043386
25.119,1786827043248
25.101,1786827043112
25.101,1786827042996
25.101,1786827042870
25.101,1786827042573
25.101,1786827042432
25.101,1786827042320
25.101,1786827042208
25.101,1786827042070
25.101,1786827041912
25.083,1786827041762
25.083,1786827041650
25.083,1786827041525
25.083,1786827041401
25.083,1786827041242
25.083,1786827041098
25.083,1786827040971
25.083,1786827040859
25.083,1786827040742
25.083,1786827040588
25.101,1786827040439
25.101,1786827040300
25.101,1786827040169
25.101,1786827040057
25.101,1786827039919
25.101,1786827039781
25.101,1786827039625
25.101,1786827039500
25.101,1786827039263
25.101,1786827039122
25.056,1786827038952
25.056,1786827038700
25.056,1786827038588
25.056,1786827038442
25.056,1786827038138
25.056,1786827038027
25.056,1786827037895
25.056,1786827037769
25.11,1786827037620
25.11,1786827037464
25.11,1786827037334
25.11,1786827037222
25.11,1786827037111
25.11,1786827036947
25.11,1786827036802
25.11,1786827036662
25.11,1786827036550
25.11,1786827036424
25.074,1786827036288
25.074,1786827036129
25.074,1786827035989
25.074,1786827035877
25.074,1786827035751
25.074,1786827035610
25.074,1786827035468
25.074,1786827035189
25.074,1786827035058
25.02,1786827034936
25.02,1786827034799
25.02,1786827034644
25.02,1786827034513
25.02,1786827034387
25.02,1786827034275
25.02,1786827034126
25.02,1786827033986
25.02,1786827033841
25.02,1786827033589
25.101,1786827033467
25.101,1786827033309
25.101,1786827033042
25.101,1786827032916
25.101,1786827032790
25.101,1786827032665
25.101,1786827032524
25.101,1786827032385
25.074,1786827032118
25.074,1786827031856
25.074,1786827031714
25.074,1786827031568
25.074,1786827031446
25.074,1786827031320
25.074,1786827031180
25.074,1786827031037
25.074,1786827030896
25.092,1786827030760
25.092,1786827030648
25.092,1786827030517
25.092,1786827030364
25.092,1786827030223
25.092,1786827030089
25.092,1786827029958
25.092,1786827029846
25.092,1786827029708
25.092,1786827029553
25.119,1786827029417
25.119,1786827029285
25.119,1786827029046
25.119,1786827028891
25.119,1786827028734
25.119,1786827028612
25.119,1786827028486
25.119,1786827028360
25.119,1786827028200
25.119,1786827028058
25.065,1786827027923
25.065,1786827027796
25.065,1786827027679
25.065,1786827027540
25.065,1786827027383
25.065,1786827027249
25.065,1786827027118
25.065,1786827026992
25.065,1786827026865
25.065,1786827026727
25.047,1786827026558
25.047,1786827026446
25.047,1786827026322
25.047,1786827026211
25.047,1786827025902
25.047,1786827025776
25.047,1786827025650
25.047,1786827025527
25.047,1786827025397
25.02,1786827025232
25.02,1786827025093
25.02,1786827024982
25.02,1786827024850
25.02,1786827024724
25.02,1786827024575
25.02,1786827024421
25.02,1786827024297
25.02,1786827024167
25.02,1786827024055
25.101,1786827023920
25.101,1786827023793
25.101,1786827023661
25.101,1786827023508
25.101,1786827023367
25.101,1786827023255
25.101,1786827023114
25.101,1786827022847
25.101,1786827022693
25.101,1786827022567
25.02,1786827022314
25.02,1786827022175
25.02,1786827022038
25.02,1786827021756
25.02,1786827021644
25.02,1786827021517
25.02,1786827021356
25.02,1786827021200
25.047,1786827021080
25.047,1786827020839
25.047,1786827020697
25.047,1786827020542
25.047,1786827020406
25.047,1786827020276
25.047,1786827020164
25.047,1786827020023
25.047,1786827019882
25.002,1786827019711
25.002,1786827019600
25.002,1786827019473
25.002,1786827019361
25.002,1786827019055
25.002,1786827018914
25.002,1786827018802
25.002,1786827018690
25.002,1786827018544
25.047,1786827018383
25.047,1786827018246
25.047,1786827018135
25.047,1786827018003
25.047,1786827017751
25.047,1786827017587
25.047,1786827017461
25.047,1786827017345
25.047,1786827017219
25.047,1786827017093
25.056,1786827016932
25.056,1786827016788
25.056,1786827016661
25.056,1786827016549
25.056,1786827016423
25.056,1786827016253
25.056,1786827016117
25.056,1786827015990
25.056,1786827015864
25.056,1786827015752
24.984,1786827015597
24.984,1786827015443
24.984,1786827015319
24.984,1786827015193
24.984,1786827015077
24.984,1786827014943
24.984,1786827014793
24.984,1786827014653
24.984,1786827014524
24.984,1786827014399
24.984,1786827014138
24.984,1786827013997
24.984,1786827013852
24.984,1786827013726
24.984,1786827013604
24.984,1786827013478
24.984,1786827013318
24.984,1786827013178
24.984,1786827013052
25.011,1786827012918
25.011,1786827012802
25.011,1786827012664
25.011,1786827012386
25.011,1786827012244
25.011,1786827012132
25.011,1786827012005
25.011,1786827011864
25.011,1786827011706
25.011,1786827011581
25.056,1786827011347
25.056,1786827011195
25.056,1786827011048
25.056,1786827010908
25.056,1786827010786
25.056,1786827010660
25.056,1786827010532
25.056,1786827010391
25.056,1786827010240
25.083,1786827010105
25.083,1786827009861
25.083,1786827009722
25.083,1786827009568
25.083,1786827009435
25.083,1786827009303
25.083,1786827009051
25.083,1786827008912
25.074,1786827008759
25.074,1786827008632
25.074,1786827008505
25.074,1786827008393
25.074,1786827008234
25.074,1786827008088
25.074,1786827007966
25.074,1786827007839
25.074,1786827007727
25.074,1786827007586
25.038,1786827007436
25.038,1786827007296
25.038,1786827007170
25.038,1786827007041
25.038,1786827006929
25.038,1786827006772
25.038,1786827006489
25.038,1786827006377
25.038,1786827006265
25.038,1786827006126
25.056,1786827005965
25.056,1786827005818
25.056,1786827005706
25.056,1786827005580
25.056,1786827005453
25.056,1786827005150
25.056,1786827005024
25.056,1786827004916
25.056,1786827004785
25.038,1786827004634
25.038,1786827004495
25.038,1786827004354
25.038,1786827004241
25.038,1786827004114
25.038,1786827003977
25.038,1786827003835
25.038,1786827003680
25.038,1786827003550
25.038,1786827003438
25.038,1786827003303
25.038,1786827003177
25.038,1786827003021
25.038,1786827002879
25.038,1786827002753
25.038,1786827002631
25.038,1786827002502
25.038,1786827002348
25.038,1786827002208
25.038,1786827002081
25.083,1786827001943
25.083,1786827001831
25.083,1786827001690
25.083,1786827001551
25.083,1786827001412
25.083,1786827001271
25.083,1786827001159
25.083,1786827001033
25.083,1786827000879
25.083,1786827000742
25.083,1786827000616
25.065,1786827000480
25.065,1786827000368
25.065,1786827000222
25.065,1786827000069
25.065,1786826999931
25.065,1786826999809
25.065,1786826999680
25.065,1786826999554
25.065,1786826999420
25.065,1786826999280
25.137,1786826998904
25.137,1786826998768
25.137,1786826998613
25.137,1786826998479
25.137,1786826998353
25.137,1786826998227
25.137,1786826998115
25.137,1786826997962
25.083,1786826997679
25.083,1786826997554
25.083,1786826997442
25.083,1786826997300
25.083,1786826997135
25.083,1786826997013
25.083,1786826996886
25.083,1786826996770
25.083,1786826996628
25.02,1786826996319
25.02,1786826996206
25.02,1786826996079
25.02,1786826995967
25.02,1786826995810
25.02,1786826995524
25.02,1786826995412
25.02,1786826995304
25.02,1786826995148
25.047,1786826994996
25.047,1786826994856
25.047,1786826994744
25.047,1786826994618
25.047,1786826994491
25.047,1786826994345
25.047,1786826994194
25.047,1786826994067
25.047,1786826993956
25.047,1786826993839
25.083,1786826993682
25.083,1786826993541
25.083,1786826993400
25.083,1786826993285
25.083,1786826993161
25.083,1786826993024
25.083,1786826992766
25.083,1786826992632
25.083,1786826992492
25.083,1786826992355
25.083,1786826992231
25.083,1786826992118
25.083,1786826991977
25.083,1786826991823
25.083,1786826991686
